ID;Name;Coordinates
2977832;Saint-Orens-de-Gameville;43.55182, 1.53413
2985077;Pujaudran;43.59087, 1.14911
2985632;Pradines;44.47893, 1.40392
2988743;Palau-del-Vidre;42.57237, 2.96106
2993726;Miremont;43.37042, 1.41697
2993875;Millau;44.09973, 3.07848
2997407;Loupian;43.44952, 3.61333
3005632;Lavérune;43.58639, 3.80611
3008421;La Loubière;44.37118, 2.66739
3016076;Gigean;43.50028, 3.71167
3018231;Florensac;43.38417, 3.46712
3027888;Ceret;42.48533, 2.74804
3028110;Caveirac;43.82437, 4.26664
3028179;Caunes-Minervois;43.32771, 2.52679
3028351;Castelnaudary;43.31814, 1.95339
3028448;Cassagnes-Bégonhès;44.16885, 2.53013
3035267;Balaruc-le-Vieux;43.4614, 3.6853
3035576;Ayguesvives;43.43733, 1.59771
3038197;Alignan-du-Vent;43.4702, 3.34148
2970839;Valras-Plage;43.24808, 3.29032
2975269;Seilh;43.69469, 1.35509
2976421;Salindres;44.17154, 4.15767
2977382;Saint-Pons-de-Thomières;43.48333, 2.76667
2978938;Sant Llorenç de Cerdans;42.38473, 2.6132
2981173;Saint-Christol-les-Alès;44.08411, 4.07691
2981879;Saint-Alban;43.6927, 1.4102
2983152;Rodilhan;43.82725, 4.43088
2983712;Ribaute-les-Tavernes;44.03724, 4.08046
2984299;Réalmont;43.77754, 2.18885
2984627;Rabastens;43.82512, 1.72382
2984952;Puylaurens;43.57222, 2.01113
2986938;Plaisance;43.60562, 0.04589
2987495;Peyriac-Minervois;43.29091, 2.56591
2989119;Osséja;42.41383, 1.98192
2991046;Nages-et-Solorgues;43.7906, 4.23003
2991115;Mus;43.73976, 4.20055
2992035;Montrodat;44.55131, 3.3291
2992118;Montréal;43.9502, 0.20217
2993876;Millas;42.69203, 2.69508
3005735;Lavaur;43.69886, 1.81211
3007694;Langogne;44.72726, 3.85539
3023772;Corbarieu;43.94422, 1.36808
3028580;Carmaux;44.04963, 2.1581
3028831;Canet;43.22842, 2.8469
3030589;Bram;43.24376, 2.11341
3031941;Boisset;44.0476, 4.00908
2971568;Trouillas;42.61108, 2.80815
2972908;Théza;42.63906, 2.95103
2973385;Tarbes;43.23407, 0.07139
2974273;Sommières;43.78457, 4.09
2976777;Saint-Thibéry;43.39622, 3.41811
2980033;Saint-Gély-du-Fesc;43.69293, 3.8058
2980144;Saint-Félix-Lauragais;43.44898, 1.88756
2983268;Rochefort-du-Gard;43.97452, 4.68977
2988292;Payrin-Augmontel;43.5445, 2.35406
2988742;Palavas-les-Flots;43.52974, 3.93043
2992665;Montescot;42.60825, 2.93218
2992921;Montbeton;44.01102, 1.28481
3004185;Le Fousseret;43.2818, 1.06585
3008825;Laguiole;44.68449, 2.84705
3008981;La Grande-Motte;43.56076, 4.08482
3018713;Fenouillet;43.68041, 1.392
3022079;Cunac;43.92846, 2.22052
3027824;Cers;43.32345, 3.30474
3028346;Castelnau-de-Guers;43.43505, 3.43786
3029254;Caderousse;44.10327, 4.75672
3033435;Bérat;43.37772, 1.17589
3035044;Barbazan-Debat;43.1958, 0.1206
3037693;Andrest;43.31683, 0.0612
2968236;Villevieille;43.78795, 4.09756
2969291;Vielmur-sur-Agout;43.61667, 2.1
2972288;Tourbes;43.44616, 3.37791
2980246;Saint-Etienne-de-Tulmont;44.05, 1.46667
2985076;Pujaut;44.00479, 4.77466
2986933;Plaisance-du-Touch;43.56554, 1.29645
2987500;Peyrestortes;42.75395, 2.85102
2992044;Montricoux;44.07574, 1.61957
2992713;Monteils;44.16862, 1.57608
2992945;Montbazens;44.47807, 2.2298
2993006;Montastruc-la-Conseillère;43.71982, 1.59019
2993947;Miélan;43.42942, 0.30785
2996959;Luz-Saint-Sauveur;42.87229, -0.00311
2998811;Le Vigan;43.99106, 3.60648
3002158;Les Angles;43.95452, 4.76645
3006035;Launaguet;43.67818, 1.45603
3012576;Jacou;43.66139, 3.91222
3016009;Ginestas;43.26824, 2.87243
3016953;Fronton;43.84033, 1.38852
3020135;Entraygues-sur-Truyère;44.64606, 2.56745
3027961;Cendras;44.15, 4.06667
3032492;Bize-Minervois;43.31843, 2.87078
3034109;Beaupuy;43.64713, 1.55517
3036544;Aspiran;43.56586, 3.45031
2968483;Villepinte;43.28216, 2.08702
2979993;Saint-Génis-des-Fontaines;42.54325, 2.9206
2980799;Saint-Drézéry;43.73203, 3.97809
2988339;Paulhan;43.54046, 3.45954
2990809;Nègrepelisse;44.07516, 1.52129
2993586;Moissac;44.1045, 1.08474
2993749;Mirande;43.51443, 0.40389
2994617;Mende;44.52161, 3.49978
2995351;Martres-Tolosane;43.19917, 1.01104
3004294;Le Fauga;43.39666, 1.29413
3005364;Le Barcarès;42.78773, 3.03656
3006205;La Tour-du-Crieu;43.10385, 1.65402
3010566;Lacaune;43.70891, 2.69184
3017255;Fréjairolles;43.88094, 2.23151
3018210;Flourens;43.59273, 1.56259
3018362;Flavin;44.2889, 2.60513
3021664;Decazeville;44.56045, 2.25091
3022986;Cournonterral;43.55889, 3.72
3028908;Campsas;43.89591, 1.32677
3028976;Campan;43.01676, 0.17741
3029229;Cagnac-les-Mines;43.9852, 2.14131
3034382;Beaucaire;43.80806, 4.64417
3035432;Bages;42.60603, 2.89348
3035525;Azille;43.27843, 2.65935
2968690;Vilallonga dels Monts;42.52557, 2.90434
2972248;Tournay;43.18491, 0.2449
2977371;Saint-Porquier;44.00469, 1.17697
2978266;Saint-Martin-Lalande;43.29999, 2.0183
2978596;Saint-Marcel-sur-Aude;43.25, 2.93333
2979261;Saint-Jean-de-Védas;43.57759, 3.82603
2979488;Saint-Hippolyte;42.78461, 2.96668
2981402;Saint-Benoît-de-Carmaux;44.05203, 2.12911
2981746;Saint-André-de-Sangonis;43.64972, 3.5033
2984297;Réalville;44.11463, 1.47955
2986386;Pompertuzat;43.49078, 1.51669
2986434;Pomérols;43.39139, 3.49944
2989208;Orsan;44.13181, 4.66594
2989526;Ondes;43.7825, 1.30823
2989742;Odos;43.19575, 0.0574
2992104;Montredon-Labessonnié;43.72004, 2.32605
2992790;Montcuq;44.33875, 1.20917
2992944;Montbazin;43.51667, 3.69667
2993720;Mirepoix;43.0884, 1.87367
2994446;Mercus-Garrabet;42.8779, 1.629
2995543;Marquefave;43.31739, 1.24607
2996978;Luzech;44.47825, 1.28675
2998879;Vernet;43.43333, 1.41667
3005450;Lavit;43.95674, 0.9201
3006188;La Tour-sur-Orb;43.65304, 3.14911
3009731;Lacroix-Falgarde;43.50033, 1.40996
3011315;La Barthe-de-Neste;43.07957, 0.38378
3014828;Graulhet;43.76688, 1.98938
3020281;Elne;42.60432, 2.97176
3023943;Condom;43.95816, 0.37199
3024745;Claret;43.86244, 3.90522
3025119;Chirac;44.52289, 3.26652
3029080;Calvisson;43.78696, 4.19626
3029213;Cahors;44.4491, 1.43663
3029302;Cabestany;42.68141, 2.9409
3032306;Blauzac;43.96305, 4.36749
3032823;Bezouce;43.8819, 4.49034
3032833;Béziers;43.34122, 3.21402
2970837;Valros;43.4201, 3.36603
2971025;Valergues;43.66819, 4.06109
2977274;Saint-Quentin-la-Poterie;44.0454, 4.44112
2977686;Saint-Paul-Cap-de-Joux;43.64695, 1.97543
2982873;Roquecourbe;43.66482, 2.29072
2985972;Portiragnes;43.30467, 3.33523
2992740;Montech;43.95744, 1.22979
2993230;Mons;43.6124, 1.57207
2999046;Leucate;42.91056, 3.02944
3004359;Lédenon;43.91554, 4.50956
3011312;Labarthe-sur-Lèze;43.45238, 1.39973
3015549;Gourdan-Polignan;43.07092, 0.57482
3016371;Générac;43.72834, 4.34846
3018323;Fleurance;43.8494, 0.66298
3018456;Firmi;44.54106, 2.30764
3027783;Cessenon-sur-Orb;43.45011, 3.05154
3028388;Castelginest;43.69382, 1.4344
3029206;Cahuzac-sur-Vère;43.9829, 1.91029
3029793;Bruguières;43.7272, 1.40762
3033268;Bernis;43.76557, 4.28619
3036281;Auch;43.64561, 0.58856
2968739;Villegailhenc;43.26901, 2.35479
2968900;Villaudric;43.83044, 1.43166
2969389;Vic-la-Gardiole;43.4908, 3.7975
2970941;Valleraugue;44.08128, 3.64195
2974733;Sète;43.4028, 3.69278
2976301;Samatan;43.4926, 0.93079
2977681;Saint-Paul-de-Jarrat;42.91353, 1.66026
2979679;Saint-Gilles;43.67656, 4.43024
2979998;Saint-Geniès-de-Fontedit;43.46881, 3.1789
2983568;Rignac;44.40874, 2.28971
2983603;Rieupeyroux;44.30752, 2.23611
2984195;Redessan;43.83147, 4.49628
2985099;Puissalicon;43.45814, 3.23555
2985968;Port-La Nouvelle;43.01833, 3.04995
2992166;Montpellier;43.61093, 3.87635
2993026;Montaren-et-Saint-Médiers;44.02869, 4.3803
3004130;Le Garric;44.0097, 2.16243
3007622;Lannemezan;43.12517, 0.38401
3008423;Laloubère;43.2043, 0.07296
3015618;Goudargues;44.21509, 4.46631
3016618;Garidech;43.71076, 1.56036
3018474;Finhan;43.91335, 1.2212
3022609;Creissan;43.37482, 3.01063
3023309;Coufouleux;43.81713, 1.73078
3023695;Cordes-sur-Ciel;44.06667, 1.95
3023873;Conques-sur-Orbiel;43.26667, 2.41667
3028045;Cazilhac;43.18365, 2.36241
3028722;Capendu;43.18704, 2.55618
3033953;Beauzelle;43.66713, 1.37518
3035687;Avèze;43.97165, 3.6002
3038502;Aiguefonde;43.49419, 2.31651
